,0,1,2,3,4,5,6,7,8,9,10,11
26,-2.6065876,3.0278108,0.40795776,0.020122234,-2.7600224,-2.9850342,-1.1897906,-2.789204,-4.1332784,-3.2003093,-4.016488,-3.322377
27,-2.4066653,3.2370284,0.32658237,-0.066350356,-3.4185169,-2.7752118,-0.20418262,-2.501276,-4.9840407,-3.4503524,-4.7454877,-3.4251015
28,-2.1812692,5.7912765,-0.4586236,-3.6249714,-2.9488213,-2.0507195,-2.229623,-3.29133,-5.105811,-3.156578,-3.943379,-2.9794688
29,-2.2509065,4.773162,0.21866788,-3.0061579,-2.8558002,-1.8716704,-1.7360426,-3.170911,-4.702132,-3.2498634,-4.2972775,-3.124974
30,-2.2832355,5.8367624,-0.24095821,-3.2964592,-3.1119828,-2.2324533,-2.040343,-3.034339,-4.7952538,-3.3097885,-4.224712,-3.1331167
31,-1.7016615,5.8247094,-0.8527998,-4.141085,-3.331797,-2.120837,-2.2092974,-3.394171,-5.916216,-3.0548408,-4.0227866,-2.6995752
32,-2.3959723,-0.22090462,1.5851449,-0.6869415,-0.6926137,-1.9320877,-2.3231652,-3.1173925,-3.1670766,-2.5047092,-2.9803538,-3.0321224
33,-1.8907781,6.3443437,-1.0768739,-4.0498047,-3.5999515,-2.1316965,-2.1191728,-3.2901354,-5.904796,-3.15753,-4.032829,-2.793762
34,-1.9589895,4.5097113,-0.7677795,-3.64005,-2.4316232,-1.9517902,-2.1559346,-3.3364854,-5.3028326,-2.8902137,-3.8575568,-2.890118
35,-2.32158,2.98626,0.08005189,-2.6019616,-2.0919821,-2.1898742,-2.2668245,-3.5817811,-5.1929793,-3.0962853,-4.175443,-3.3418062
36,-1.9659826,5.6163425,-0.5264382,-3.267059,-3.404415,-2.2666447,-1.7653503,-3.1969032,-5.5387754,-3.1956992,-4.1518216,-2.9054537
37,-2.0827372,5.6488447,-0.3556809,-3.689369,-3.015904,-2.1897023,-2.271136,-3.3934226,-5.2325754,-3.1536958,-3.9534159,-2.9135816
38,-2.4573865,5.819738,-0.015547393,-3.353725,-2.902828,-2.3406827,-2.3940678,-3.3436394,-4.7245917,-3.3191123,-4.009479,-3.1841726
39,-2.1178722,5.8795767,-0.42728266,-3.5489633,-3.1774087,-2.1166832,-2.170655,-3.1873384,-5.111519,-3.2158108,-4.1518445,-2.9991014
40,-1.9805121,6.313965,-0.73442566,-4.0126543,-3.5766153,-2.2389956,-2.326808,-3.3903744,-5.7030516,-3.2163713,-4.010911,-2.8521638
41,-2.2669249,3.9121737,0.06591284,-1.8716029,-2.8143942,-2.1108809,-0.9222654,-2.9733872,-4.9602532,-3.2256892,-4.4221964,-3.1525474
42,-1.8886656,5.709561,-0.64514464,-3.5122116,-3.3015501,-2.413554,-1.9544626,-3.2366672,-5.7034516,-3.173822,-4.199435,-2.8750734
43,-2.2113307,5.017126,-0.62400055,-2.0529408,-3.479468,-2.0675285,-0.8831315,-2.6433053,-5.038423,-3.2866235,-4.4357014,-3.1312218
44,-2.1652453,6.1201563,-0.61936396,-3.677884,-3.245544,-2.1377566,-2.1088269,-3.2093477,-5.2823725,-3.2631254,-4.1583643,-3.0513127
45,-2.1035283,6.398104,-0.6908286,-3.9379368,-3.5581925,-2.0488958,-2.2503598,-3.3299117,-5.479217,-3.326156,-4.278413,-3.0521011
46,-2.2077625,3.94424,0.3133976,-2.869505,-2.898661,-1.93463,-2.0714242,-3.4746687,-4.9705176,-3.1987717,-4.207729,-3.088877
47,-2.542477,3.5282195,0.700087,-0.5484656,-2.6549346,-2.8626702,-1.0782938,-2.926698,-4.4160137,-3.3057108,-4.2986684,-3.3595648
48,-2.141529,5.7269707,-0.6082596,-3.4594321,-3.105422,-1.7693634,-1.90812,-3.1546903,-5.0693326,-3.1465719,-4.0510583,-2.9853368
49,-1.9575254,4.2400966,-0.1459287,-2.2638612,-2.964266,-2.0787656,-0.90381235,-2.9901114,-5.353332,-3.0985944,-4.269758,-2.932484
50,-2.0841076,6.276445,-0.72080475,-3.6910155,-3.528007,-2.2180886,-2.0195909,-3.1008806,-5.396536,-3.316309,-4.3454714,-3.0242577
51,-2.632806,3.3083515,0.45847574,-1.6782163,-3.0628042,-1.992767,-1.5194349,-3.37885,-4.871086,-3.4175785,-4.3428144,-3.359601
52,-1.884386,4.6593556,-0.40711457,-3.8246806,-2.7812119,-2.2105637,-2.402248,-3.5802717,-5.689715,-3.0246549,-3.955607,-2.8700223
53,-2.3035142,5.99507,-0.21155418,-3.4879324,-3.2563088,-2.1700952,-2.2264123,-3.2242148,-4.9350753,-3.3560948,-4.2338643,-3.1639967
54,-2.087901,6.2383575,-0.87540513,-3.9430475,-3.2772791,-2.0250013,-2.2457175,-3.3052285,-5.4755707,-3.1935682,-4.070158,-2.9851615
55,-2.1325347,5.5615735,-0.75291777,-3.0080616,-3.2020674,-1.9915557,-1.4531437,-2.931924,-5.1972485,-3.1945267,-4.2748065,-3.0244308
56,-2.4825091,2.098132,0.60056,-2.482946,-2.2958255,-1.4830773,-2.03103,-3.620673,-5.3305354,-3.3129628,-4.49589,-3.5414808
57,-2.3037288,5.4975905,-0.4447444,-3.4711845,-2.7095404,-2.2145157,-2.0805144,-3.3751638,-5.258712,-3.2301564,-4.136723,-3.1384523
58,-1.8580253,5.7929125,-0.6363797,-3.8256993,-3.1943216,-2.2464967,-2.2301548,-3.2980998,-5.5908027,-3.0914311,-3.978406,-2.790488
59,-1.954484,6.723502,-1.0484672,-4.1841693,-3.8323567,-2.0771618,-2.223717,-3.3182833,-5.9249873,-3.3354273,-4.38244,-2.9977114
60,-2.0215864,5.6236362,-0.49350756,-3.6804068,-3.183129,-1.9841584,-2.1380007,-3.3917668,-5.4203773,-3.134531,-3.96278,-2.8877351
61,-2.0808809,6.0128655,-0.7033085,-3.6763341,-3.2720497,-2.026854,-2.122006,-3.2194605,-5.2876053,-3.16663,-4.0309043,-2.9334857
62,-2.082461,6.026042,-0.41490975,-3.7094338,-3.419973,-2.0017042,-2.2118306,-3.2571228,-5.2016726,-3.2379308,-4.1099324,-2.9870522
63,-2.0461302,5.8032603,-0.6643726,-3.8135443,-3.0562162,-1.8998498,-2.0806541,-3.2383687,-5.2245164,-3.1046855,-3.9683437,-2.8864932
64,-1.9851855,5.505201,-1.1400697,-3.114855,-3.2496626,-1.9386128,-1.5156282,-2.9720976,-5.4077773,-3.0577772,-3.983569,-2.8503678
65,-2.1949077,4.3143806,-0.3680957,-1.5867414,-3.1993895,-2.0784702,-0.2670079,-2.6578264,-5.316451,-3.267285,-4.5597186,-3.1876154
66,-2.1272686,5.5886674,-0.38350058,-3.2078307,-3.0889704,-2.2053468,-1.8948654,-3.135905,-5.0725064,-3.1746345,-4.02611,-2.9600928
67,-2.06171,5.5399218,-0.65053326,-3.3815055,-3.4219337,-1.8315723,-1.8410864,-3.284869,-5.462205,-3.1943984,-4.1053348,-2.9516172
68,-2.1573918,5.299563,-0.19160989,-3.4635086,-3.0041525,-1.9575752,-2.0860121,-3.286033,-4.9747815,-3.1611965,-3.9994144,-2.9647276
69,-2.3276358,5.6030903,-0.14181063,-2.4386444,-3.6344047,-2.4360137,-1.62718,-2.9128697,-4.857227,-3.4149098,-4.2994514,-3.1868436
70,-2.0904946,4.367626,-0.92577595,-1.0289472,-3.5405138,-2.1896884,0.40158498,-2.1281478,-5.2123885,-3.2519937,-4.6328936,-3.0917978
71,-2.1735866,5.65627,-0.50966877,-3.3483744,-3.0674083,-2.0937023,-1.9873066,-3.2027662,-5.102861,-3.1414456,-3.923254,-2.9532008
72,-1.9529718,1.6644169,-0.61153686,0.26343283,-2.1714344,-2.0629232,1.7732059,-2.2130213,-5.7697253,-2.9158232,-4.8182883,-3.1329825
73,-2.166783,4.4136167,-0.24948423,-2.4988785,-2.3957503,-1.9357363,-0.8232381,-2.8848753,-4.859141,-3.0606089,-4.1343155,-2.9898884
74,-2.0263877,5.917723,-0.46940318,-3.5852888,-3.3983681,-2.1883678,-2.135301,-3.2818384,-5.349568,-3.202368,-4.064424,-2.8859098
75,-2.1119142,4.977154,-0.8834357,-1.9300468,-3.714097,-2.2100809,-0.5963238,-2.5698574,-5.4341846,-3.3147645,-4.525385,-3.0945532
76,-2.128546,5.8963103,-0.53958946,-3.5187082,-3.2808394,-2.0095181,-2.0363963,-3.199927,-5.1938725,-3.2013736,-4.073743,-2.9580011
77,-1.9962237,6.127391,-0.8429342,-3.7681289,-3.4932787,-2.0193396,-2.0111234,-3.213441,-5.563898,-3.1882188,-4.1026073,-2.8887992
78,-2.0701137,5.997008,-0.48394555,-3.451816,-3.509477,-2.1425545,-2.0027833,-3.070996,-5.1596236,-3.2616453,-4.2284193,-2.982817
79,-2.370648,4.771147,-0.10541338,-2.1021426,-3.0834785,-2.0695453,-1.2437013,-2.9678094,-4.8518567,-3.3008235,-4.315509,-3.2387273
80,-1.9742936,5.726794,-0.78616893,-3.5427914,-3.1373222,-2.1479025,-1.9280521,-3.253079,-5.56489,-3.1133752,-4.0501,-2.8618636
81,-2.1189108,6.2935476,-0.6754654,-3.8962643,-3.3748975,-2.06693,-2.2468672,-3.2632992,-5.374402,-3.2817802,-4.2181273,-3.0527308
82,-2.3135428,5.4488406,0.12903601,-2.812421,-3.1554544,-2.298701,-1.9001874,-2.99268,-4.602111,-3.327855,-4.2942905,-3.1492095
83,-2.2459743,5.2794747,-0.1248782,-3.2857373,-3.0277565,-2.0782058,-2.0830312,-3.37149,-5.0910826,-3.2165687,-4.0161834,-3.059884
84,-2.6015787,3.1169927,0.18590893,-1.8384217,-2.6548078,-2.344688,-1.9822642,-3.5450366,-5.159078,-3.3744261,-4.426396,-3.507857
85,-2.0697322,6.189385,-0.6478103,-3.5191102,-3.6978357,-2.101168,-1.9221545,-3.1259775,-5.4407063,-3.3261473,-4.356282,-3.0436122
86,-2.1880343,5.6723356,-0.24819542,-3.325201,-3.1899786,-2.098192,-2.0427527,-3.218729,-4.995791,-3.2338316,-4.122194,-3.0303879
87,-2.0012362,2.4612243,-1.1112409,-0.7590049,-2.7807307,-2.2764077,0.15749596,-2.5554848,-5.7916894,-2.8958423,-4.332458,-2.971326
88,-2.085417,5.871326,-0.6228619,-3.2285454,-3.493339,-2.0263577,-1.6690925,-2.9838996,-5.2091217,-3.255054,-4.2933283,-3.005427
89,-2.1684635,5.8627377,-0.48510063,-3.1771293,-3.3661923,-2.2637458,-1.9005065,-3.056108,-5.089244,-3.2597847,-4.1882224,-3.0302758
90,-2.0272977,4.629316,0.017617447,-3.6769426,-2.7617018,-2.2964177,-2.5977046,-3.6676693,-5.388963,-3.1015906,-3.9558258,-2.9408154
91,-1.9490464,5.94861,-0.67660224,-3.867626,-3.2138374,-2.0871994,-2.188721,-3.261402,-5.448873,-3.1364615,-4.051699,-2.8848188
92,-2.0340025,6.0754447,-0.5285859,-3.6466455,-3.5336232,-2.0134056,-2.0306249,-3.1313844,-5.250109,-3.2681255,-4.2852125,-2.9680486
93,-2.0428963,5.7512054,-0.5253092,-3.2390819,-3.4013026,-2.000667,-1.696182,-2.933627,-5.051129,-3.202521,-4.2125883,-2.9227195
94,-2.0776439,5.1338735,-0.5200796,-3.4206445,-2.8666942,-2.11329,-1.9696326,-3.3711503,-5.4647207,-3.115364,-4.0391693,-2.9680905
95,-2.068613,5.4667573,-0.25972933,-3.0203612,-3.300412,-2.2142732,-1.7035013,-2.9901688,-4.9854555,-3.1764526,-4.0516853,-2.907758
96,-2.3711379,5.885196,-0.39889815,-3.5268507,-2.7630227,-2.1974232,-2.2754245,-3.2000473,-4.827108,-3.2373786,-4.035377,-3.171752
97,-1.9228276,3.9320264,-1.1480111,-0.7395499,-3.2278748,-2.014363,1.3163172,-1.941659,-5.4727507,-3.1219788,-4.7694106,-3.0023963
98,-1.974323,6.008344,-0.7069107,-3.2376878,-3.7730768,-2.206745,-1.6080036,-2.970131,-5.5245814,-3.2729707,-4.313679,-2.9428408
99,-1.8288777,1.8917768,-1.6283898,-3.390665,-1.9552802,-2.2010224,-2.930113,-3.7748966,-6.6647716,-2.6143873,-3.5289905,-2.9488196
100,-2.0618172,6.236303,-0.6108606,-3.79367,-3.525972,-2.2152426,-2.2297063,-3.2591403,-5.4560537,-3.274571,-4.1478558,-2.99659
101,-2.2925825,2.6996136,0.42942962,-3.1677408,-2.3667715,-1.8669485,-2.770254,-3.8709574,-5.1068764,-3.0598986,-3.8796043,-3.1668208
102,-2.2208552,5.428605,-0.25779375,-3.4772243,-2.6736689,-2.382948,-2.2362533,-3.3836794,-5.1460257,-3.1850004,-4.0265355,-3.059894
103,-2.1283913,5.8294725,-0.42544627,-3.1562521,-3.5113652,-2.1931221,-1.7414515,-3.0023916,-5.1583686,-3.3133743,-4.338309,-3.0437636
104,-1.9992156,6.1509457,-0.6826701,-3.9317753,-3.3883944,-2.0971925,-2.2667475,-3.2934172,-5.4664016,-3.1683679,-3.9691002,-2.8676994
105,-2.2197556,6.481964,-0.66900504,-4.0194497,-3.4032416,-2.1637692,-2.3723054,-3.372655,-5.508824,-3.3883471,-4.323425,-3.1786697
106,-2.0204928,5.8033524,-0.695455,-3.5390503,-3.3043935,-2.026351,-1.8236353,-3.1421175,-5.383622,-3.1750448,-4.1430655,-2.9079156
107,-2.196202,5.938051,-0.38054857,-3.2989047,-3.3672493,-2.1852796,-1.9350634,-3.0113003,-4.9668827,-3.3108969,-4.29757,-3.097275
108,-2.0171592,5.944523,-0.76727307,-3.6647713,-3.2690685,-2.0064805,-2.0846944,-3.1716175,-5.3125334,-3.1078095,-3.9513922,-2.8571537
109,-2.2535796,5.611525,0.013422011,-3.2780454,-3.114053,-2.035248,-2.25099,-3.2601373,-4.714085,-3.2170877,-3.9642084,-3.0397413
110,-2.2070544,4.5447083,0.27446443,-2.4361365,-3.2174094,-2.0574958,-1.5204083,-3.0853786,-4.9584804,-3.276215,-4.3092074,-3.1034636
111,-2.1084206,4.124735,-0.121379025,-2.7725947,-3.2814865,-1.9837657,-1.9517063,-3.4134736,-5.3713546,-3.1567097,-4.0792575,-3.0076902
112,-2.2094865,5.757236,-0.688249,-3.5060494,-2.841608,-2.0820367,-1.9629185,-3.14336,-5.0704722,-3.129476,-3.96097,-2.9789116
113,-2.1535006,5.462576,-0.5083912,-3.4827242,-3.1173332,-1.9301949,-1.8937732,-3.2479968,-5.272233,-3.2053456,-4.166278,-3.0144851
114,-2.5960915,4.2635703,0.29573795,-1.8596689,-3.3060837,-1.9654266,-1.5521381,-3.1693094,-4.6438355,-3.4330347,-4.2517138,-3.3851862
115,-2.4176102,4.4596653,-0.21780042,-3.4463472,-2.1055417,-1.7151175,-2.3289053,-3.3702343,-4.6884394,-3.1068392,-3.8574634,-3.2749379
116,-2.048405,4.203047,-0.6014699,-1.4699996,-3.0742579,-1.981984,0.015077199,-2.478035,-5.1598263,-3.1164484,-4.4036136,-3.0182464
117,-1.9531428,4.6714587,-0.43627793,-3.7629185,-2.4364815,-2.06355,-2.3296351,-3.4456646,-5.437625,-3.0003848,-3.9147308,-2.9467456
118,-1.9196552,6.401942,-1.1807616,-4.1857805,-3.5699263,-1.8703754,-2.1462493,-3.370435,-5.968612,-3.156074,-4.0363994,-2.8647838
119,-2.796982,1.5424182,2.1458778,-2.2827728,-2.526083,-1.0728029,-2.357597,-4.348173,-5.2072163,-3.6714008,-4.798894,-3.8292854
120,-2.2093024,5.675501,-0.5961549,-3.4016867,-2.9487388,-1.999096,-2.0226061,-3.2838645,-5.1273727,-3.1297746,-3.8983476,-2.9717147
121,-2.5293808,3.697184,0.32899427,-3.248463,-1.6574074,-1.9423091,-2.2745917,-3.6339202,-4.8542356,-3.2278285,-4.2516794,-3.4890573
122,-2.0383153,6.10742,-0.640076,-3.6834068,-3.4722233,-2.0455415,-2.0981987,-3.179585,-5.336995,-3.2257802,-4.1751013,-2.9422748
123,-2.3580472,5.9099936,0.07103342,-3.247147,-3.355813,-2.2504883,-2.311969,-3.3269534,-4.814711,-3.4028373,-4.2206306,-3.2058363
124,-2.1956644,5.68028,-0.46105638,-3.1546285,-3.4340935,-2.055285,-1.9475585,-3.2115695,-5.1564465,-3.2580438,-4.047044,-3.0247827
125,-2.1556826,6.0478954,-0.30048275,-3.561268,-3.495296,-2.1744106,-2.235982,-3.3134995,-5.2199383,-3.3061285,-4.1432323,-3.0316882
126,-2.1257634,4.8236074,0.118646264,-3.0108964,-3.068163,-2.287502,-1.9688903,-3.2803853,-5.2069216,-3.2774584,-4.374619,-3.09897
127,-2.1252744,5.7724814,-0.46901396,-3.5810711,-3.1701226,-2.1651208,-2.106294,-3.2669957,-5.2495356,-3.2023242,-4.067274,-2.9540858
128,-2.0709655,6.135867,-0.946477,-3.6937053,-3.386995,-2.0102189,-1.9419825,-3.2189388,-5.591031,-3.2082067,-4.154314,-2.9597983
129,-2.12031,5.1713095,-0.35488605,-2.391198,-3.436249,-2.1112046,-1.0748935,-2.7351704,-4.9657936,-3.279229,-4.4272614,-3.0371952
130,-2.0146227,5.8704133,-0.7960764,-3.4771667,-3.3667364,-1.9265018,-1.6686889,-3.0325105,-5.3633327,-3.1836343,-4.223144,-2.9283876
131,-2.3284934,6.1412973,-0.448157,-3.4795346,-3.237697,-2.2212858,-2.2032948,-3.2861588,-5.134081,-3.3492517,-4.225425,-3.1943333
132,-2.0122716,5.072831,-0.356079,-3.0442667,-3.0834532,-2.160181,-1.5871952,-3.3074722,-5.620498,-3.187479,-4.268407,-2.979226
133,-2.2040303,4.4940257,-0.31799382,-2.1964927,-3.0683048,-2.1302884,-1.3684006,-3.0411358,-5.1233935,-3.1851122,-4.168306,-3.1073155
134,-2.2849727,5.800901,-0.5957072,-3.5045774,-2.7871969,-2.075657,-2.1539783,-3.1804357,-4.9841847,-3.1707191,-4.016652,-3.071811
135,-2.5491097,3.097397,0.6401756,-0.23259522,-2.585252,-2.9312353,-1.1038479,-2.9506838,-4.378773,-3.2491982,-4.1565013,-3.3321688
136,-2.2481997,5.3983283,0.18238771,-3.2296607,-3.0999246,-2.0595205,-2.0960758,-3.2911646,-4.8359256,-3.267757,-4.083866,-3.0737798
137,-2.1347227,5.5402265,-0.43028513,-3.4310744,-2.860829,-1.9330881,-2.0995154,-3.1814938,-4.8986483,-3.0921316,-3.938884,-2.949872
138,-2.2062223,5.362062,-0.030955514,-3.0507743,-3.3112621,-2.22368,-2.277343,-3.2792706,-4.8737803,-3.2630167,-4.036878,-3.0547252
139,-1.9983895,5.7844434,-0.80340755,-3.7500513,-3.1548922,-1.8100284,-1.9551709,-3.2102416,-5.3353343,-3.0924675,-4.0179696,-2.83861
140,-2.350353,4.4905186,1.1448333,-2.932338,-3.1343267,-1.7926129,-2.333167,-3.5711138,-4.5350184,-3.3204455,-4.010189,-3.1131847
141,-2.5008817,2.964751,0.8936329,-0.4271758,-2.7618089,-2.7458317,-1.3493173,-3.12045,-4.486411,-3.2666738,-4.168533,-3.349874
142,-1.9406979,4.8392,-0.7408828,-2.737595,-3.0217264,-2.301474,-1.3455987,-3.0334442,-5.6028094,-3.0912547,-4.255662,-2.911696
143,-2.0784485,5.1691647,-0.19255885,-3.48484,-3.2982752,-1.8590351,-1.9646728,-3.3194377,-5.2335415,-3.2462773,-4.265256,-2.957304
144,-2.279262,5.871514,-0.5789673,-3.2229738,-3.3262317,-1.9891039,-1.9041908,-3.2194672,-5.181863,-3.2854137,-4.138058,-3.1194143
145,-2.1407967,6.3215594,-0.6133986,-3.8756728,-3.4686668,-2.1720455,-2.275248,-3.319643,-5.454834,-3.3211668,-4.206944,-3.0586376
146,-2.0723543,5.959005,-0.3955398,-3.53843,-3.4537215,-2.1146662,-2.0655599,-3.07099,-5.06516,-3.2617922,-4.235399,-2.965376
147,-1.8515034,5.533252,-0.7018169,-3.5789912,-3.1937714,-2.1510918,-1.7812546,-3.2311525,-5.6696615,-3.09268,-4.075252,-2.803908
148,-2.115268,5.5660157,-0.8151233,-3.5621214,-2.8089576,-1.9938025,-1.9099532,-3.254818,-5.34383,-3.079081,-3.9792502,-2.9354644
149,-2.6983743,3.3208191,0.5759635,-2.0159795,-2.2558532,-2.127684,-1.635314,-3.4456363,-4.923497,-3.4346938,-4.655574,-3.6559672
150,-2.0795667,5.766573,-0.91994274,-3.2381818,-3.4104893,-1.926585,-1.6339663,-3.0367951,-5.3584185,-3.193335,-4.1866813,-2.971405
151,-1.9709475,4.0567284,-0.78310233,-2.22625,-2.957979,-2.12669,-0.9884413,-2.8692415,-5.397099,-2.9656007,-4.07739,-2.8630779
152,-1.9974664,5.570055,-0.5763108,-3.7231548,-2.7255852,-2.1780357,-2.2103195,-3.2858193,-5.232986,-3.035748,-3.858599,-2.8389642
153,-1.9660704,4.6990695,-0.67545146,-2.0866954,-3.1886437,-2.0396903,-0.45258376,-2.6733956,-5.3659825,-3.1133063,-4.351184,-2.9229522
154,-2.3311682,4.6187587,0.27465558,-3.214737,-2.6065257,-2.1147974,-2.1456892,-3.4361866,-4.9282045,-3.2678387,-4.227489,-3.2111926
155,-2.0999193,4.230768,-0.3776272,-2.463653,-2.9628942,-2.247077,-1.4467314,-3.2414947,-5.482727,-3.1137514,-4.173026,-3.0122945
156,-2.0915794,5.5994096,-0.31541693,-3.5857577,-2.9096699,-2.1705604,-2.2807326,-3.158797,-4.9289107,-3.136194,-3.9792948,-2.9196248
157,-1.9614644,4.9777765,0.0074062515,-3.535494,-3.2717423,-1.974465,-1.9953773,-3.4908187,-5.552834,-3.235305,-4.2416577,-2.9485602
158,-1.9960575,4.0101366,-0.25203478,-3.1871116,-2.5850928,-2.0356517,-1.9312941,-3.5792844,-5.729133,-3.029147,-4.0620265,-2.991071
159,-2.1959057,5.672662,-0.7542153,-3.2929084,-3.1363523,-1.9979309,-1.8723177,-3.1855183,-5.203846,-3.1688755,-4.040922,-2.9937963
160,-2.1109662,5.4781585,-0.6959896,-2.6125526,-3.6803408,-2.1256819,-1.2554759,-2.7913158,-5.224119,-3.2934148,-4.3765993,-3.0469542
161,-3.0297258,-0.83965,6.235546,-1.3072482,-2.3916342,-1.2212903,-3.308167,-5.2405477,-3.7027776,-3.9766984,-4.926335,-4.122208
162,-2.973908,-0.18842188,5.0198035,-0.9513146,-2.75789,-1.0915126,-2.3384986,-4.5427656,-3.8996885,-3.9511843,-5.1684966,-4.032937
163,-3.4201398,-1.5501575,6.8937464,-1.1255391,-1.7913414,-1.7453282,-3.9100084,-5.6300325,-3.3981895,-4.1318293,-4.9690638,-4.3357363
164,-3.5978358,-1.7926421,6.914797,-1.0047089,-2.1186054,-1.7358482,-4.1383104,-5.5870504,-3.046298,-4.175916,-4.910536,-4.385449
165,-3.6157365,-0.99211466,5.940784,-0.7928335,-1.5554624,-2.099085,-3.5659313,-5.2197433,-3.2308903,-3.960393,-4.469197,-4.2140555
166,-3.33428,-1.3150339,6.7838206,-1.5004466,-2.1519032,-1.1668849,-3.9052515,-5.7127132,-3.5093892,-4.096102,-4.834994,-4.301182
167,-3.6291988,-1.2803472,6.9041405,-0.9293028,-1.938049,-1.8010995,-3.6106884,-5.453816,-3.210058,-4.166537,-4.829559,-4.3012013
168,-3.0482485,-0.9216203,6.0852427,-1.7630299,-2.2763107,-1.268358,-3.6648786,-5.4425063,-3.9681413,-3.957073,-4.796923,-4.0565796
169,-3.309117,-1.1693766,6.6200438,-1.5453234,-2.239447,-0.9257913,-3.699924,-5.495243,-3.399583,-4.0561867,-4.8464336,-4.255788
