,0,1,2,3,4,5,6,7,8,9,10,11,12
42,-3.7898114,-3.3942575,-3.2043664,7.0214796,1.2278587,-0.5011412,-1.9226387,-0.84382737,-2.8721938,-4.5328526,-4.1618237,-1.3950107,-2.7700596
43,-3.874141,-3.537421,-3.4021218,7.305073,1.4771395,-0.53370583,-1.8232169,-0.86677444,-2.9768877,-4.661274,-4.3248725,-1.5011712,-2.8803763
44,-3.399654,-3.2481205,-3.2790413,4.6251793,1.3330154,-0.22884315,-1.7748616,-0.8952029,-2.466921,-4.271741,-4.161476,-1.6805108,-2.7738676
45,-3.5103574,-3.0384078,-3.4280746,4.4399877,1.4559754,1.6630328,-2.3389237,-1.8061428,-1.5740963,-4.246925,-3.9811969,-1.8647945,-2.8571732
46,-3.4577832,-3.1876545,-3.2063498,5.8399625,1.2277293,0.09097691,-1.9254326,-1.1229341,-2.4438381,-4.2347183,-3.783409,-1.5125862,-2.7191975
47,-3.1220052,-2.9659934,-2.9603581,4.450792,0.8844497,-0.14573011,-1.7645736,-1.2718359,-2.2987385,-4.047496,-3.8854225,-1.6319107,-2.560047
48,-3.8220913,-3.3109462,-3.5127015,5.8443394,2.0185444,0.8604886,-2.3469927,-0.98180383,-2.0688086,-4.50247,-3.9909759,-1.7313311,-2.9918103
49,-3.3370855,-3.0344248,-2.976441,5.9183936,1.1372298,-0.47480848,-1.9781171,-0.942049,-2.457786,-4.122628,-3.9899628,-1.3896611,-2.614244
50,-2.908575,-2.3052857,-2.6893952,2.7575998,0.1602156,0.8586655,-2.0139208,-1.4219519,-0.6040268,-3.393154,-3.6598222,-1.4593155,-2.3245046
51,-3.6693153,-3.519525,-3.733278,4.680031,2.0789537,1.4570488,-2.1925051,-0.8505191,-2.1838033,-4.704697,-4.3907866,-2.4044895,-3.0440311
52,-3.378062,-3.1297536,-3.048853,5.991174,1.2311484,-0.4571829,-1.9256946,-1.0062636,-2.7037652,-4.176866,-3.865749,-1.3778754,-2.651663
53,-3.5235245,-2.9615355,-3.2223938,5.0389285,1.2955067,0.60314155,-2.1855714,-1.0950812,-1.3698198,-4.0476313,-3.9576578,-1.6869452,-2.747212
54,-2.9901211,-3.0671647,-2.7933922,4.943681,0.97255296,-1.1707901,-1.3948442,-1.1252524,-3.1656349,-4.1589856,-3.943708,-1.5369474,-2.4985304
55,-3.4925354,-2.940438,-3.005689,6.3060193,0.9853597,0.3236191,-2.4109433,-1.1220051,-2.0752258,-4.14153,-3.626854,-1.6304934,-2.7279792
56,-3.5429707,-3.297302,-3.1098716,6.2815866,1.0465274,-0.69083285,-1.5050927,-0.77535063,-2.9100506,-4.261979,-3.8993287,-1.2565502,-2.612364
57,-3.6060183,-3.2348182,-3.0574558,6.580284,1.1354157,-0.7300885,-1.7723898,-0.6598665,-2.8121467,-4.238207,-3.9702165,-1.126052,-2.6181405
58,-3.5741985,-3.274672,-3.124276,6.44104,1.2732666,-0.659663,-1.5982335,-0.65633404,-2.809983,-4.1760063,-3.8722062,-1.1788484,-2.6166825
59,-3.647959,-3.156385,-3.1842878,6.837838,1.3532099,0.0752961,-2.306887,-0.9946722,-2.358823,-4.289343,-3.7293,-1.6550767,-2.8127723
60,-3.3388243,-3.0176945,-2.9217186,5.743423,1.3953424,-1.0142399,-2.1539037,-0.8554113,-2.7307558,-4.14268,-3.969273,-1.3052568,-2.677478
61,-3.5031812,-3.179112,-2.913648,6.443477,1.0371147,-0.83557653,-1.7261995,-0.83944905,-2.9828029,-4.2782283,-4.165899,-1.105121,-2.56107
62,-3.045306,-2.8944132,-2.5548487,5.054319,0.55310833,-1.1243385,-1.2890388,-0.6953446,-2.892854,-3.9060059,-3.7183342,-1.139531,-2.2959461
63,-3.6970506,-3.3132887,-3.1628206,6.8782816,1.2637198,-0.34957337,-1.986337,-0.695057,-2.7222166,-4.39105,-3.9933293,-1.4042417,-2.7392724
64,-4.059748,-3.7000499,-3.494508,7.705717,1.510298,-0.31244618,-2.2369127,-0.7096545,-3.043412,-4.9928365,-4.5508723,-1.6683093,-3.020857
65,-3.7280288,-3.3424845,-3.19846,7.03854,1.2869173,-0.553983,-2.0397472,-0.78609645,-2.9532986,-4.5220346,-4.2829313,-1.3149705,-2.7563984
66,-3.2319038,-2.2168498,-2.530874,4.5200667,0.33697966,0.47362906,-2.4497387,-0.89817387,-0.4864369,-3.5930936,-3.6619515,-1.6264361,-2.387847
67,-2.4887974,-2.7259097,-2.5397744,2.5276358,0.73727715,-0.96011084,-0.02217257,-1.0839646,-2.372063,-3.2172537,-2.992249,-1.4314959,-2.0186288
68,-3.84346,-3.5667453,-3.4463267,7.335116,1.6107427,-0.32469165,-2.0789862,-0.8457057,-2.9485343,-4.6753187,-4.234201,-1.5252944,-2.9373264
69,-3.5990114,-3.208224,-2.9903362,6.555448,1.0724044,-0.6211915,-1.8824594,-0.5675346,-2.8012972,-4.27179,-4.0032506,-1.2143276,-2.5999448
70,-3.516409,-3.1342127,-3.122556,6.2925506,1.4172289,-0.30671105,-2.1942906,-0.80172026,-2.6198676,-4.1146917,-3.7966447,-1.1859909,-2.7092519
71,-3.5940413,-3.1897795,-3.3509586,5.6785393,1.7618394,-0.12160245,-2.1798038,-1.0606352,-2.3960328,-4.0895624,-3.706871,-1.4290179,-2.8580997
72,-3.5632331,-3.3067312,-3.0651517,6.279446,0.9364477,-0.5924797,-1.6232646,-0.6619885,-2.8861442,-4.3054466,-4.0125227,-1.3009301,-2.5867305
73,-3.7167861,-3.375388,-3.2744534,6.957329,1.4709482,-0.19583616,-2.0423822,-0.80223054,-2.697355,-4.419937,-3.9565203,-1.5018191,-2.816001
74,-3.3230128,-2.9404848,-3.1950462,4.4744844,1.4692974,1.6448512,-2.2108912,-1.1319172,-1.7424606,-4.147735,-4.1302757,-1.8108395,-2.6609025
75,-3.2414362,-2.6090531,-2.7745206,5.04062,1.0066854,-0.14790152,-2.3271909,-0.85579973,-1.6323917,-3.7343595,-3.7726998,-1.2420763,-2.5081706
76,-3.9263928,-3.639889,-3.4903889,7.4227633,1.5780015,-0.4130892,-1.9602383,-0.7907156,-2.972201,-4.755301,-4.2961574,-1.5762985,-2.9401774
77,-3.3224463,-3.4239278,-3.3237574,4.554789,1.4378101,-0.74933505,-1.2989134,-0.87747693,-3.0919473,-4.422094,-4.078653,-1.8353719,-2.7848878
78,-2.0197062,-2.2780323,-2.5157914,-0.8499032,0.5624846,2.8498845,0.47861326,-1.6846595,-1.2305877,-3.1595297,-3.5033207,-2.2898507,-1.6587348
79,-3.5312626,-3.2058368,-3.0929067,6.3899107,1.2119762,-0.79999816,-1.7726749,-0.99610674,-2.917125,-4.173896,-3.8308625,-1.2240803,-2.6472034
80,-3.8669157,-3.4861298,-3.3532467,7.2793794,1.4603025,-0.4091145,-1.9565644,-0.8615241,-2.8367476,-4.660539,-4.2387486,-1.5697815,-2.862876
81,-3.4470544,-3.0605948,-2.9185574,6.3541822,1.0038302,-0.58540004,-1.7713645,-1.1084422,-2.7267218,-4.1017256,-3.816102,-1.1970235,-2.5532942
82,-3.707619,-3.4485018,-3.5819461,5.593666,2.1089907,0.74696136,-2.2984824,-1.0701867,-2.4172378,-4.524831,-4.0169096,-1.9655356,-3.0028784
83,-3.811152,-3.424496,-3.278045,7.25955,1.3829051,-0.48192304,-2.1332135,-0.8399253,-2.9510548,-4.6327496,-4.3612146,-1.450979,-2.84419
84,-3.6024318,-3.2164514,-3.128728,6.7610106,1.265752,-0.48328543,-1.9282756,-0.8213941,-2.7586393,-4.283957,-3.9663339,-1.3091486,-2.6707118
85,-3.505425,-3.2106943,-3.1339948,6.5947905,1.3441439,-0.724675,-1.5685973,-0.98694575,-2.8519576,-4.1716657,-3.9589026,-1.2150496,-2.641411
86,-3.727647,-3.426834,-3.3102145,7.0762568,1.4762133,-0.4156234,-2.0470533,-0.7296518,-2.9194968,-4.5151515,-4.159395,-1.3821132,-2.8258898
87,-3.7139976,-3.2635472,-3.0472937,6.9104824,1.0376071,-0.6502395,-1.9991416,-0.9003853,-2.941985,-4.483452,-4.263414,-1.279105,-2.6788683
88,-3.5970998,-3.3187032,-3.2661662,6.691984,1.4958498,-0.2828104,-1.6333382,-0.98239607,-2.591047,-4.2000155,-3.755888,-1.5048805,-2.728627
89,-3.662051,-3.3313475,-3.2060645,6.804993,1.3489416,-0.481736,-1.8277129,-0.6774044,-2.7852674,-4.34819,-3.9695942,-1.3218564,-2.7208273
90,-4.008788,-3.750293,-3.6510723,7.5994396,1.7350286,-0.24380332,-1.9128759,-0.9210844,-2.972079,-4.8479857,-4.240604,-1.679891,-3.0565996
91,-3.4455657,-3.097245,-2.8948932,6.08371,0.8321882,-0.6322905,-1.4709222,-0.5505564,-2.7538178,-4.1300564,-3.976177,-1.2231213,-2.468479
92,-3.2749803,-3.0339036,-2.8631713,5.785993,0.96756357,-0.6587129,-1.7428653,-0.85216445,-2.8107402,-4.1061325,-3.8205774,-1.3083463,-2.5187683
93,-3.528576,-3.1079638,-3.0176482,6.6239777,1.1689062,-0.42874736,-2.0980518,-0.98602986,-2.6573339,-4.2317843,-3.9506342,-1.3405693,-2.651166
94,-3.0502799,-2.9154851,-2.7211895,4.4627275,0.8962067,-0.5392644,-1.6692859,-0.85188836,-2.63041,-4.158995,-4.1831193,-1.4981802,-2.4715507
95,-3.6192608,-3.2163763,-3.1316314,6.79615,1.3543261,-0.39366335,-1.9181932,-0.88047326,-2.6585407,-4.2978067,-3.9738564,-1.4309334,-2.6934824
96,-3.7823727,-3.2659347,-3.157696,6.974436,1.1530085,-0.1532241,-2.1263013,-0.9298913,-2.5120976,-4.3700476,-3.8750699,-1.5589538,-2.7871964
97,-3.7087257,-3.4680572,-3.4072857,7.133353,1.6301081,-0.32163307,-2.008365,-0.9038407,-2.809665,-4.4478984,-3.955152,-1.523901,-2.8591762
98,-3.613408,-3.3456855,-3.237328,6.724712,1.488195,-0.24957237,-2.0689688,-0.82187575,-2.8586676,-4.3686395,-3.9396148,-1.4360218,-2.762169
99,-3.6497335,-3.3373613,-3.233979,6.9343095,1.4292209,-0.41937277,-2.0028563,-0.834336,-2.860139,-4.4007325,-4.109029,-1.406403,-2.7554028
100,-3.663702,-3.3183622,-3.164584,6.717152,1.2753338,-0.7137377,-1.6728103,-0.8046896,-2.8701472,-4.3009996,-4.088479,-1.2054249,-2.6757965
101,-3.626387,-3.4060597,-3.3593428,6.8234725,1.6432953,-0.3242317,-1.9050198,-0.83177465,-2.78633,-4.326322,-3.8531349,-1.4486823,-2.811601
102,-3.1481009,-3.1851182,-3.059248,3.952993,1.534196,-1.111692,-0.86320746,-1.0313134,-3.1648638,-4.1523957,-3.8016808,-1.7496923,-2.6077194
103,-3.3603954,-3.0325098,-3.0245435,5.453649,1.0374005,0.1823244,-2.0440433,-1.054802,-2.2621655,-4.0876846,-3.6996038,-1.4182283,-2.6259077
104,-3.710213,-3.3477058,-3.2627907,6.9173584,1.4363012,-0.3460648,-2.0059514,-0.8601938,-2.7788122,-4.410048,-4.035354,-1.4002454,-2.7806475
105,-3.314221,-2.6311147,-2.8749912,5.1100225,0.9369072,0.37019572,-2.3141088,-0.79286253,-1.1490793,-3.818582,-3.7868524,-1.6138464,-2.5730217
106,-3.777628,-3.46178,-3.364887,7.1636114,1.5022088,-0.37051874,-1.9555476,-0.8553992,-2.864339,-4.5449276,-4.134237,-1.5004951,-2.8473496
107,-3.7310505,-3.4102995,-3.3195622,7.0530906,1.4627689,-0.39239478,-1.9276174,-0.8223011,-2.842212,-4.478904,-4.060287,-1.4485912,-2.806779
108,-3.632684,-3.2859216,-3.153765,6.8493195,1.2823337,-0.61202073,-1.8890662,-0.7513573,-2.8958304,-4.359414,-4.1413913,-1.2675787,-2.7002509
109,-3.8071623,-3.5085993,-3.4100893,7.2432094,1.5708562,-0.31566074,-2.0178254,-0.86189246,-2.8532028,-4.5859537,-4.1237226,-1.5659577,-2.884717
110,-3.8532822,-3.5690055,-3.495666,7.4060407,1.6579133,-0.12454519,-2.076784,-0.87969357,-2.8007052,-4.65681,-4.041195,-1.6958716,-2.9689698
111,-3.9115136,-3.5692737,-3.4764445,7.45975,1.6020075,-0.15448965,-2.1563802,-0.8834284,-2.8448732,-4.7311654,-4.213894,-1.695576,-2.9687335
112,-3.330377,-3.0393498,-2.9566476,5.076621,1.1451998,-0.35647345,-2.1862633,-0.85344434,-2.6314206,-4.156143,-3.9439242,-1.3580375,-2.6554968
113,-3.9013927,-3.698221,-3.5819361,7.508316,1.8085636,-0.21512356,-2.1094537,-0.8333043,-2.9156394,-4.746591,-4.1748967,-1.6635633,-3.0331595
114,-3.9599066,-3.7717707,-3.6338623,7.564811,1.8985646,-0.05296232,-2.0905683,-0.78470504,-2.910178,-4.831716,-4.2562304,-1.7762755,-3.0770016
115,-3.5072222,-3.1001306,-2.9796836,6.4521112,1.1304125,-0.7386172,-1.7687978,-0.82469386,-2.7702665,-4.0966835,-3.9380782,-1.1241728,-2.5437093
116,-3.9278405,-3.5853508,-3.4584575,7.44,1.5268786,-0.4665879,-2.038973,-0.88159525,-2.9784102,-4.7448273,-4.3399377,-1.5367364,-2.9382758
117,-3.782567,-3.4950323,-3.4299824,7.1113544,1.5160425,-0.5102898,-1.6258681,-0.93457377,-2.897337,-4.4958277,-4.028108,-1.4505749,-2.8409274
118,-3.6318133,-3.191257,-3.0970862,6.777018,1.2230108,-0.33668718,-2.0519526,-0.8355639,-2.723238,-4.3210664,-3.9959323,-1.3542575,-2.7093987
119,-3.494516,-3.091382,-2.9021266,6.350266,1.0247899,-0.8879192,-1.5712912,-0.7940852,-2.8395777,-4.125732,-4.068018,-1.0661057,-2.5092192
120,-3.3140597,-3.0039973,-3.0034955,5.4503407,1.4240537,-1.0555193,-1.6870135,-1.0359387,-2.799313,-3.9198396,-3.6703749,-1.2889788,-2.6170053
121,-3.716572,-3.4118543,-3.2913575,6.9649725,1.4271604,-0.38513893,-1.8771085,-0.7882593,-2.8006027,-4.4355335,-4.0126038,-1.433057,-2.7836573
122,-3.7479994,-3.4202383,-3.3738604,7.1517735,1.514311,-0.2971592,-2.0254447,-0.93919206,-2.7911713,-4.48806,-3.9641447,-1.5147322,-2.8513064
123,-3.7777607,-3.2859008,-3.190105,7.1550903,1.3004847,-0.13991512,-2.27669,-0.9389123,-2.655534,-4.4939656,-4.103464,-1.6122847,-2.8240895
124,-4.0622606,-3.7556584,-3.5836248,7.717049,1.644971,-0.35199478,-2.0690212,-0.834163,-3.0461454,-4.952436,-4.4802895,-1.6859615,-3.0565848
125,-3.560149,-3.0380447,-3.075981,6.5188484,1.3926204,-0.05789458,-2.2809787,-0.99772197,-2.144691,-4.15702,-3.644498,-1.5939075,-2.7210913
126,-3.4663022,-2.9457264,-2.8063247,6.217678,0.9638631,-0.8190524,-1.959874,-0.85313076,-2.546214,-4.0412436,-3.9181185,-1.0943301,-2.4965334
127,-3.6608684,-3.3759432,-3.2815735,6.7548685,1.4540601,-0.50250757,-1.8770103,-0.77138233,-2.8357136,-4.3273354,-3.9213707,-1.3220658,-2.769952
128,-3.624414,-3.3468878,-3.2429166,6.498311,1.5264282,-0.6429598,-1.8564061,-0.596452,-2.908314,-4.294845,-3.998821,-1.2734208,-2.7549508
129,-3.1241174,-3.2145555,-3.0811353,3.2034698,1.6662207,-0.9036184,-1.3275365,-0.9774199,-3.2018461,-4.302449,-4.147418,-1.9506471,-2.7091007
130,-3.6775017,-3.2926586,-3.358975,6.2607226,1.6072547,0.190491,-2.0259252,-0.96292716,-2.2896829,-4.2479663,-3.8093076,-1.5379381,-2.8589442
131,-3.1117148,-3.0221424,-2.729542,5.2547035,1.0907121,-1.1876177,-1.5375769,-1.0826893,-3.1898544,-4.148123,-3.926716,-1.3797219,-2.4969068
132,-3.4531736,-3.1655848,-2.956148,6.1925516,0.8678456,-0.69678974,-1.6696663,-0.8863303,-2.8282447,-4.1880965,-3.9797375,-1.206835,-2.5517814
133,-3.4626207,-3.1726148,-2.9738162,6.1829324,0.93410856,-0.6472346,-1.5621423,-0.7228646,-2.8344474,-4.1925807,-3.8822482,-1.2622944,-2.542036
134,-3.0557756,-3.0839086,-2.826696,4.8164716,0.73130655,-0.9151318,-1.2642003,-1.0722859,-3.0334764,-4.166643,-3.9089105,-1.5756263,-2.462741
135,-3.5114236,-3.110103,-3.0237384,6.7353377,1.1817502,-0.3643218,-2.0446463,-0.93757004,-2.7559824,-4.2909737,-4.037161,-1.3980415,-2.647156
136,-3.892793,-3.5012658,-3.4157796,7.44163,1.5248427,-0.21642834,-2.1161683,-0.9390632,-2.8106694,-4.688031,-4.212928,-1.6993089,-2.938684
137,-3.7498937,-3.4135792,-3.250758,6.9942517,1.3438466,-0.46181077,-1.9445232,-0.73593223,-2.8741238,-4.4851665,-4.122253,-1.3673913,-2.7816613
138,-3.77198,-3.4512339,-3.3865325,7.213958,1.5810614,-0.18220535,-2.0738626,-0.8925513,-2.7831135,-4.5357733,-4.0581183,-1.6086248,-2.8863275
139,-3.75526,-3.549383,-3.4977844,7.0426135,1.9067066,0.051060528,-1.9727073,-0.83346915,-2.607591,-4.4981546,-3.876357,-1.7252207,-2.936444
140,-3.5550883,-3.1322284,-3.3481429,5.116728,1.8628027,1.5683182,-2.4218557,-0.97980005,-2.0535693,-4.3255363,-4.143244,-1.7855053,-2.8133485
141,-3.755218,-3.3367736,-3.1784384,6.9094834,1.1938448,-0.60352594,-1.9351265,-0.8626461,-2.84794,-4.419208,-4.087817,-1.2690493,-2.7403338
142,-3.7352993,-3.3197267,-3.1414723,6.9057207,1.2672647,-0.527955,-1.8837296,-0.6658648,-2.8163195,-4.481146,-4.1915855,-1.3410754,-2.7271953
143,-3.066197,-3.217021,-3.0478294,3.3663692,1.691637,-0.8507393,-1.4196029,-1.1838568,-3.3270824,-4.3376193,-4.025917,-2.1118047,-2.6875026
144,-3.6268034,-3.268863,-3.1751215,6.724565,1.2560347,-0.60876846,-1.6711909,-0.8586172,-2.8006194,-4.2553124,-3.917013,-1.2404538,-2.6831093
145,-3.467828,-3.1631954,-3.0661845,6.5284705,1.324037,-0.5544345,-1.8014957,-0.93451136,-2.8075576,-4.170342,-3.8951757,-1.3444614,-2.6210938
146,-2.3969812,-2.9895453,-2.745335,1.4748192,0.51543057,-0.6017812,-0.83090764,-1.578208,-3.1803513,-4.4259887,-4.46742,-2.5951056,-2.4321163
147,-3.5610044,-3.2600272,-3.114699,6.4567957,1.2273418,-0.4503081,-2.079397,-0.7889264,-2.8005443,-4.3282113,-3.950391,-1.3663226,-2.7059999
148,-3.5586257,-3.2088382,-2.9863713,6.4551516,1.0961614,-0.77597725,-1.8278127,-0.7565936,-2.9060905,-4.2685285,-4.01852,-1.1635492,-2.6131766
149,-3.6130216,-3.2176273,-3.0952215,6.716938,1.1762186,-0.7026284,-1.7766597,-0.8387574,-2.8729522,-4.281918,-4.076959,-1.1700237,-2.65007
150,-3.5113595,-3.107309,-3.148871,6.459083,1.3853585,-0.024326423,-2.2072072,-0.97548187,-2.4139104,-4.1821413,-3.6713252,-1.4539697,-2.755683
151,-3.360908,-3.10349,-3.0608454,5.9121423,1.4568543,-0.35693276,-2.0425131,-1.0257496,-2.7082336,-4.1540985,-3.8000095,-1.4235687,-2.6866446
152,-2.884244,-1.8760448,-2.6331623,0.7618475,0.27767763,1.031877,-1.9325185,-1.1526161,0.9788566,-3.0848396,-3.9989102,-1.8445036,-2.2738767
153,-3.2207046,-3.0743906,-3.061805,4.6589446,1.6084069,-0.5613657,-1.8992457,-0.9271517,-2.7332966,-4.1533327,-3.8635721,-1.7346071,-2.6862924
154,-3.4249947,-3.178634,-3.1942644,4.066582,1.4617374,-0.16345738,-1.4671217,-0.9426564,-2.3058763,-4.1485577,-3.9861226,-1.7140795,-2.7098253
155,-3.8184142,-3.5676022,-3.4434702,7.3169427,1.6221648,-0.22689229,-2.078028,-0.735706,-2.878932,-4.6581826,-4.133077,-1.5846639,-2.9326727
156,-3.9427893,-3.5872877,-3.4300106,7.4447875,1.4516253,-0.47057754,-2.107646,-0.7799928,-3.013528,-4.7750382,-4.366125,-1.4985163,-2.932007
157,-3.8734782,-3.599551,-3.4977076,7.377646,1.5947232,-0.47731256,-2.0031214,-0.8987501,-2.9928956,-4.688375,-4.169319,-1.4336759,-2.9492755
