,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,CC_15,CC_16,CC_17,CC_18,CC_19,CC_20,CC_21,CC_22,CC_23,CC_24,CC_25,CC_26,CC_27,CC_28,CC_29,CC_30
12_reference,0.0213109157637048,0.0144688560880512,0.00756722845484141,0.0213584078486112,0.0198025492269912,0.00937872158908077,0.0310019185101421,-0.02040424188011,0.000234045681341227,0.00562756110265082,0.0185782238486409,0.0158371198474824,0.0374193799747682,-0.0126133944212903,-0.0090461384219329,0.00235746540873706,0.0110225459842926,0.00582437649569424,0.0398445975253595,0.00115840390429185,0.0257337393195444,-0.00674617246929392,-0.0494276700521405,-0.0149500343230698,0.00734141499271385,-0.0284928659060359,-0.0264961794456685,0.00845456285490854,-0.0110938381060902,-0.0292122639646645
13_reference,0.0257074128532884,0.0187622474534573,0.0238437149314663,-0.0018489951454823,0.0274905606498537,0.000495658999174881,-0.00374715705663542,-0.0105896042278504,-0.0125397917061712,0.0268223060560542,-0.0240352284546687,0.0213909657741745,0.014805521000198,-0.0217403322066822,-0.0424666459978194,-0.0207771186625701,0.00971559837064677,-0.00453206549356297,-0.0434681669258551,0.0213885575615812,-0.00620160889348868,0.0155320293373891,0.0341860649018697,0.00409245614446215,-0.0895161539619313,-0.00418005445370872,0.00206428107345643,0.0222834961644905,-0.0130510797827492,-0.0421689993155897
14_reference,0.0203908216726046,0.000841365778689423,-0.0276268728907303,-0.030852944591897,-0.0183225595180007,-0.0134241961028517,0.0181157619476288,0.0130687531111333,-0.0609232249874196,-0.0252912619880824,0.00255967689702206,0.0319825596989264,-0.0127761721713635,-0.011138936148626,0.0204696366094921,0.00100414445287347,-0.0108929781235144,0.0278279134392571,-0.00762145407067993,-0.0476740943153789,0.039406801950719,0.00545572062724883,-0.0127000467151005,0.0140916067529469,-0.00187647443436677,0.00327718930609964,-0.026520160071823,-0.00336598346653049,-0.0129167882947473,0.0134289325678772
15_reference,0.0160830392779781,0.00498579422574593,0.00898196991605009,-0.0118396488260156,-0.0346096542568157,0.0152000181014391,0.018085111244151,-0.00430186621516668,-0.00570572355636343,-0.0292435544468119,-0.027616117489969,-0.0241635147719825,-0.000337447779255481,0.00458808554929429,0.018441638134312,-0.0460066087875825,-0.0401646178848477,-0.0626558340335198,-0.0150834707130681,0.0131215264825453,-0.00474085540724454,0.00329548599580944,0.0331162601332906,0.0105041640080405,-0.013383442754359,0.0723197000438288,-0.0109011430546509,-0.00107287768963241,-0.0108242587378329,0.0560292696387582
16_reference,-0.0405819698947898,0.0300203265745407,-0.00458844619069115,-0.0312830185174427,-0.0219019080323142,-0.0549101790283518,0.0262906311790678,-0.00552216700909458,0.00737547868378074,0.0293533284600806,0.0186154565414972,-0.00930065727269897,0.000405132099096625,0.0115231861378252,-0.00416387607552357,0.00689933555337345,0.0131730235513815,0.0141758971198816,-0.0165658209898934,0.0146354506954925,0.00829904996892513,0.0292797825822032,0.00217672362189801,0.0398780169049787,-0.00629810361847566,-0.00266099680805061,-0.0274426412171968,0.00872692677823987,-0.000874257254195333,0.00604630514999132
17_reference,0.0208687304945094,-0.00484328352714977,-0.0130147747015633,0.010293095420699,-0.0622061524962969,0.018455964714837,0.0118462526266611,0.0350684307353394,-0.0208625722472189,-0.00160974561996746,-0.0290606830930281,-0.0183866091183038,-0.0188384396417604,-0.00257642844299841,0.0247225628291645,-0.0391044267129152,0.0267786772042287,-0.0286378163083896,-0.0416383933997878,0.0174720989398922,0.00339966356830512,-0.0392133499128713,-0.0346403572140873,-0.000586410367307824,0.0192694137633945,0.0317611355586716,-0.0628598057298925,-0.00507624707535459,0.0148211169762931,0.0321984845350166
18_reference,-0.0081809464392931,-0.0270116104741766,0.00105641599474193,-0.00112117228107298,0.00194894238893923,0.0296255675417209,-0.00587890151974555,-0.0154454616580416,0.0442868873572384,-0.0117388049350275,-0.086337695644262,0.0327569529816952,-0.00920743146948564,-0.000768327595551507,0.0680979930753533,0.0438293047192641,0.0270044273741672,0.0324412415812629,0.00508041801946265,0.0290060169077916,0.0527352278577921,0.020930950026567,-0.0119337487188614,0.00747909537584411,-0.00639579696936737,-0.0205030064991974,0.0038960333004717,-0.021010510220055,0.0199715115833075,0.00188925558787587
19_reference,-0.0507282652525621,0.0408809649356787,-0.00554132540035134,-0.00436334247115551,-0.0127532826134396,-0.0380428536666072,-0.00176475260369778,0.0108869090413118,0.00436941796944991,0.0129153671643265,-0.0106312420849617,-0.0270967648486943,0.0190794902270265,-0.00335464308165596,-0.00502869205266575,-0.0170694063006984,-0.000188033213782651,-0.0265828940438629,0.0132105495749529,-0.0156609188772085,0.0175053059528629,0.007599780920043,-0.00845189126978109,-0.022808598552429,-0.0060593076192094,-0.00544101429621148,-0.0288814622767702,-0.0178997835487607,0.029944477866023,-0.00868852258180647
20_reference,-0.0558843603605683,0.0347311153449954,0.00703953787600866,0.0105880357521855,0.0118997208951742,0.0123334160209763,0.018615817725881,0.0235869477306088,-0.017260193160668,-0.0164339383086805,-0.0080547260761225,0.00842262004196655,0.0147376879054651,-0.00580675200940132,-0.00799442659016182,-0.00442049239590425,0.00816361037938942,0.0204347079525983,0.00692726510120933,-0.0361808778525821,-0.0160757316491579,0.0188182903398505,0.0176834268603566,-0.000486539066198516,0.0235330695521603,-0.0258245436748275,0.00501031044595198,-0.0137959083925034,0.00867385768911713,0.0161688784512874
21_reference,0.0209537049572503,0.0161362402534139,0.0359920699078139,0.0157271370344845,-0.0281246490164243,0.0218307199035775,0.0270164113720006,0.0290142610058962,0.0104463132556766,-0.0144434769377492,-0.0262717868133388,-0.0343761155185324,0.0110500722826699,0.0240144766612771,-0.0183010844155534,-0.00307754281277352,-0.0215232362701734,-0.0102443884691461,-0.0358097795798103,0.0228146611874009,-0.0120631995819592,0.0175794929732514,-0.0270058107076963,-0.0139883628174239,-0.0225693422815198,0.0206691405411924,-0.00843537323965532,0.00843885809591792,-0.034806876937892,0.060704110093726
22_reference,0.0158125873553167,0.0149422697290966,0.0108429946575172,0.0475280889800601,0.016809246221791,0.0273769216296797,0.0187059819238477,0.0341240381916468,0.00581324106055377,0.0404108151689958,0.0151426753467346,0.00874270196515879,0.0431908430239078,0.00265953981513967,0.00150621970974155,0.0228017689466237,-0.00729922788146766,0.00849450995530144,-0.0339359533854747,0.0384599195829862,-0.000814434260359426,0.0402532113299674,-0.0117170599527096,-0.00452784946184764,0.0187568836837047,0.047874055542486,-0.0216704157675721,0.0227984467860831,0.0254257401306633,0.0244268886014642
23_reference,0.00483397165614868,0.0027818843302027,0.00189893179778014,-0.016281366353591,-0.0759489130329608,-0.0186454198238416,0.00100933267287932,-0.00824091097331923,0.00823324855969162,-0.0400808350506566,0.0147079535596205,0.00116819618083466,0.0218314904911666,-0.0189373432230039,0.029883172019191,0.0271846421938091,-0.00264911790566428,-0.0171414685471888,-0.0218795241258323,0.0175861494912595,-0.00700367336392564,0.0228319702114097,-0.0492247506617776,0.00350942314308387,0.0428718218957679,0.00808630586761261,-0.0244109829961519,-0.0374113948509933,-0.00882152655010544,-0.0230089579306192
24_reference,0.0356442274620778,-0.00583147334433047,-0.0158391338146389,-0.0550230050295055,-0.0215098117463088,0.0312603556136129,0.00183268685144488,0.048400009646519,-0.0942707102851905,-0.0037911166971461,-0.0168951429937841,0.0175993776057491,0.00433672920160863,0.0148341962729922,0.0107740168439456,-0.0223498354152283,0.0164543255334655,-0.00761676094041846,-0.0214412759833071,0.0239032973644366,0.0238073191486442,0.00491832621999015,0.00544162118123485,0.015924407934307,-0.0170272670876403,-0.00489214095959948,-0.018320535271072,0.00574105374237576,-0.0147906118545407,-0.0152695394441945
25_reference,-0.0141683690797897,-0.0255097188154031,-0.00127391218146932,-0.01478265607329,-0.00524464780888473,0.0244634560442461,0.0437389959277848,-0.0285706394139289,0.0494296167759982,-0.0251932590419589,-0.0793431709796584,0.0290632416078001,0.0131610447265787,-0.00345757671720772,0.0531663463412011,0.0317254878600575,0.0199481821320979,0.0181645490031606,0.00487694609941354,0.0209057691665831,0.0427931397848246,0.00395457944888401,0.00784162850805216,0.00348518591753878,-0.0292274563729253,1.31437924745216e-05,0.000156882707224564,0.0115065377966669,0.0110280566204268,0.00868474463327489
26_reference,-0.0195761516695423,-0.0720370663764564,0.044283432343645,0.0132382472590909,0.038974939947343,-0.00982510803227285,0.00452155399529657,0.00889355898377854,0.00264740362378688,-0.0115591124819789,0.0240992341014824,-0.0149931772580332,0.0204253862602699,-0.00341082297990364,-0.00611947373970203,-0.0120254142925176,-0.0341271080040751,0.0159501077413347,0.0123174731852447,0.00303829940525979,0.00803380751183185,-0.00996645068523745,-0.0103930764008824,0.0133781076314965,0.00198912809818135,0.00709544141179649,-0.00242446683785127,-0.0137541432294787,-0.0309118944643868,0.00646713212401613
27_reference,-0.0508222349011762,0.0289406372143077,0.0122637272176776,0.0167164491962789,-0.00515398054275065,0.00830313798112246,-0.0122554471599072,0.00829132534467517,-0.0136805720300293,-0.0444979376092317,-0.0246183131347541,-0.00922823632292776,0.0159475755826569,0.00401923565081797,-0.0112336671513169,0.0185139251678545,-0.0121095497621209,-0.0188357939674997,0.0143148861022372,-0.0486516048715691,-0.0257810065988112,0.0116578918398185,0.000443449954952512,-0.0309310821327862,0.00295757368999111,-0.0208100453528257,0.0441160348974863,0.00539188798366222,0.00860026948010526,0.041537476021566
28_reference,-0.0478171499292215,0.0331209745446244,-0.00226218316926896,0.00715814300546178,-0.00967582792066616,-0.0100126298919932,0.017907800544597,0.00224164952552055,-0.0269808027984295,-0.044987982762337,0.0111468580497741,-0.0023868008594038,-0.0148306481262669,-0.0477492484826763,-0.0100859292174976,0.0219717404457852,-0.0109166857754799,-0.00145224801192006,0.0523512956494221,0.0264101661814902,-0.0164477726337003,0.00978120392842108,-0.00770794563933961,-0.00391602767699133,0.0342718450960382,-0.0232281645629109,0.0080914462185679,-0.000376797507977837,-0.0235679175580503,-0.0177890470440555
29_reference,0.0218437349811139,-0.000182569165377299,-0.000820953148856494,-0.00501902192038559,-0.0649414844320141,0.0108928017742333,0.0372186359248815,0.0186973801713766,0.0176526247116032,-0.0363139133418144,-0.0330313122293915,-0.00349787309376345,-0.00545939527238011,-0.0112806724691211,-0.00453075953337097,-0.00262082134023514,0.0307016729797545,-0.00132190184385409,-0.0224652005360295,-0.0157641833102351,0.0081574813578172,0.00312685631552941,-0.046869332153273,0.00234045729006758,-0.00158904712695495,-0.0409084404936793,-0.0414249602076571,0.00394496633808894,-0.033118061104184,-0.0034461146757644
30_reference,-0.0527766059966655,0.0324281635551069,-0.017564277436697,0.00146402635819215,-0.000957880531946412,-0.0238187855374836,0.0261412879738842,-0.00611755334044486,0.0028303746939791,0.00427208690660809,-0.0140772074234198,-0.0294557860349735,-0.00178221631211744,-0.00651326271970689,-0.0201185771154957,-0.0118778326437355,0.0124234974964797,0.037630328357914,0.0149419404156595,0.0453236353714152,-0.011711321134494,-0.00426963930239941,0.0147395845971713,0.00886765285736509,-0.00964654949589475,0.00270914564210239,-0.00409022357379234,0.0193675949199064,-0.000236886040789205,-0.0390322614250386
31_reference,-0.0441943102917733,0.0341905540683919,-0.0132145050095638,-0.00213874314354092,-0.0181133234211828,-0.027442155096872,0.00330158621077975,0.0269951429390199,0.0202551415022725,0.04389877463361,0.000132846587916157,-0.0443166252113459,0.03247556472506,-0.0121094278128875,0.0189170968465666,-0.0120930046507225,-0.0216247621344779,0.00288737499219453,-0.00468426045627917,-0.00839870295175809,0.0240519405394204,-0.0290016522586988,0.0224291544510029,-0.0154984539668042,-0.00423755910357313,0.00261392659591339,0.0227346887692554,-0.0138697030500195,0.0018056598405208,-0.0161803923581895
32_reference,-0.0485845410714572,0.0256031594109301,0.0172606144271916,0.0141686974439083,0.011390622131216,0.030280273089294,-0.0255952450074804,0.0156070445322595,0.00267486309543862,-0.0343293061121191,0.0077963028637195,-0.00978830767910959,0.041487015190325,-0.00322648800086421,0.00360744840460887,0.0245943015224315,-0.0163522825007105,-0.008197653513469,-0.000749271747333447,-0.00360490872592174,-0.0279314259632025,-0.0337666565553806,-0.0290275428854885,-0.0502379909811969,0.0073047573761601,-0.0316880762251407,0.0182590023111057,-0.0260928146583164,-0.0120429522554519,-0.0116940901185146
33_reference,0.00247839733869362,0.0105789466988179,-0.0317049878960741,-0.0173602214241538,0.0278584251285725,0.031590573667148,0.0728838573274904,0.0189552902659,0.0836692495062965,-0.0273029649761971,0.023096790370993,0.00865653802042623,0.062004493602799,0.00130831571807309,-0.0125006533428495,-0.024259992949142,0.0166667957723053,-0.0191485494161331,0.0470807473461225,0.00171910112801409,0.00630454269129684,0.0174961434346816,-0.0152182764208083,0.0123228381558443,0.0390284543060193,-0.0537404197289019,9.95179501915078e-05,0.014409312243348,-0.0355459487252081,0.0188827599315029
34_reference,0.0171211288205246,0.00737552700105152,0.0111968540494079,-0.00472239368603395,-0.0263517985672213,0.00579082581595874,0.0271227491462425,-0.0469900692125101,-0.0206373087768258,0.00132000223476169,-0.00918413978874218,-0.0257520568437591,0.0257788747630239,-0.00681345436268555,-0.0196383718930271,0.0333077142637103,-0.0206090678739467,0.00352378269180461,-0.00539508839238752,-0.0283658287359547,0.00752546089391806,-0.00781619805644407,0.0127075745629532,0.0479189511218672,0.0121357801414053,0.0197064701988915,0.0136376739747014,-0.000706020412054505,0.00736029151162319,-0.0258856773299765
35_reference,0.00644783493161569,0.0218024535441462,0.0251560993342808,0.0090809280038196,0.0241806982269054,0.0314412445331392,0.02653546650763,-0.0049190677021041,-0.0179711599570141,0.0321292748735552,0.0081619585393804,-0.0257339415540631,0.0357345836391224,0.0348342793833892,-0.0502021953120065,0.0313382243838348,0.0201570866799633,0.0465440509718572,-0.0236891831800731,-0.00679020315054166,0.0251523569898296,0.0498311436541718,0.0241253425198315,0.031266055198319,0.00858842621917062,-0.0601290944427075,0.0331495006708937,0.000880952879076678,0.0332221814293025,-0.0152282558889214
36_reference,-0.0509345095886403,0.028365021372527,0.00142201931338292,0.00751830304633977,-0.0156487987873797,0.00712551313222894,0.0223144896861667,0.00249665072213948,-0.00674952613565104,-0.0393371143184736,-0.00497665628540257,0.00537738543543361,-0.000703031259145269,-0.000377249255146405,-0.0269034117336629,-0.0166535145418735,-0.00470393006285516,0.00387006862589081,0.0364414128523958,-0.0148349732150755,-0.0191270507546506,-0.00182267210138225,0.0237321116381571,-0.00685089564894012,0.021026322266522,-0.00801409471825526,0.00491732518957595,0.00720764671513706,-0.0103401608342121,-0.0208787484290221
37_reference,-0.0501222683340946,0.0368912786505956,-0.0254907037546995,0.00841784742118534,-0.0180620769707108,-0.0762776420575439,-0.00499581920709146,0.00463062554047467,-0.00478589859571836,0.0457114810760169,-0.00364511217737209,-0.00587188066506726,0.0312328493121262,-0.00350936950513613,0.0154477893994191,0.00634313432997151,0.00430435265508171,-0.0058330693674726,-0.00636372808646555,0.00938483026272242,0.0288035178872507,0.0220142193760988,-0.0157152234523515,-0.0199913592973632,-0.0152884713314295,0.0226211322313392,-0.010860477105238,-0.0124823240975168,0.00513398425540294,0.00646243797342859
38_reference,-0.0488949872603183,0.0338433164756643,-0.0034352035878577,-0.0195306008099512,-0.029126459901195,-0.0562421064149859,-0.0136057030219105,-0.0204575729713173,0.00373111356522614,0.0182584748719806,0.0101861268166244,-0.0385984448980943,0.013870066330312,0.00934528733402311,0.00020762881603515,0.0262767933469132,0.00377192771548206,0.0218350106509942,-0.00054690020440208,-0.00512827971704439,0.00730931977703865,-0.00227866604925251,0.0151057350541769,-0.0116301758033554,0.0152913616077089,-0.017997039527405,0.0123480159604088,0.0142527551700873,0.0139139746287242,-0.0254900363175622
39_reference,0.00991172984533616,0.00776424840961584,0.00124527012483838,-0.0274742990875312,0.00655625958407507,-0.00413151180017333,0.011766754782735,0.0275924547154901,-0.0117647864630876,-0.00994614657283712,0.0131314158120922,0.0257969744655033,-0.0464310248220732,-0.0039085537907362,-0.00751934562321465,0.00446414789696403,0.000274539327328457,0.0258658786962989,-0.00930180391335277,-0.0189248554432399,0.0372883875425247,-0.00212158106745998,-0.0247675016059124,-0.0104653905700809,0.0109286397937049,0.0162027347507472,-0.00961313801277605,0.0143288477259471,-0.0256164769672964,-0.00372835805829299
40_reference,0.0152166248596426,-0.000832927425634244,-0.00320479955903675,0.0023531989263469,-0.0673903159156776,-0.00238405834417755,-0.011917097249892,-0.0136481865173473,0.000920670323087165,-0.0409434440060678,-0.0155950913729605,-0.0237647679720371,0.00538754706315531,-0.0335715498623313,-0.0299604531716355,0.0259970024285707,-0.0190972475897383,-0.010256543910447,0.0066241967761459,0.00307714271214681,0.0182789303134314,0.0272348554485095,-0.045493761798023,0.0200756744524566,-0.016801482117828,0.00905743028255837,-0.0065405381122011,0.02987888032216,0.0132252904923901,-0.0047261916414021
41_reference,0.0177657542952672,0.00144339089044368,0.0212781636298207,-0.00774277079464036,-0.0346723160472626,0.0162545702400482,0.00680436772515223,0.0165131567699825,0.00843364893354679,-0.032633067228117,-0.0205180896648664,-0.00515319585848708,0.0663604823097784,-0.037159641657283,-0.0377172803287561,-0.000676367889869869,-0.018835439802368,-0.0421957864735678,-0.0266180908772005,0.0481315080931142,-0.0270447013099857,0.0267778723032762,-0.00422142073623787,0.0157499144141174,0.0113331793703902,0.0165317938513323,-0.0329531436479746,0.0200640400665389,-0.0160413493375574,0.0104043685123623
42_reference,-0.0462970275602016,0.0199920599597617,0.00812719498503118,-0.00188353409522047,0.0265662336592039,0.0343349338006063,-0.022580890852036,0.0182821220411562,0.0296131144698157,-0.014899894838274,0.0156927144792926,-0.00528449619908737,-0.0225590089150236,0.00241784098572356,-0.0261295151555603,-0.0127274608412274,-0.0296632804285397,0.0172329181440954,-0.0320901938361335,0.0251039216344107,-0.0239335735133894,0.000627244281350241,-0.00563584042996559,0.0510226553338426,-0.00509263622455903,0.00991429584308574,-0.0136844760959214,0.0173302895861442,-0.0178793309162013,0.00835415999419999
43_reference,0.0223499408657957,0.00499497848742285,-0.014501034039392,-0.0377442815001119,-0.00328973557356866,0.00165859944241301,0.0186363211521499,0.0417134708180368,-0.0630965294600669,-0.0244620498501034,-0.0222612145844689,0.037988636742762,0.0370207699161893,-0.000535376113743561,-0.000434435991648531,-0.00330789647362539,0.0133923841269273,-0.0343089762760002,0.0115705986589668,0.00697192931725139,0.034108946987518,0.0440394197797418,0.0060804154157717,0.0492587582191668,0.00340099645790972,-0.018659552503872,-0.0471831343621933,-0.0402160178475294,-0.0138720671797192,-0.0109708807204244
44_reference,-0.0204701117133004,-0.0725493186755364,0.0513117627346352,0.0125268080124796,0.0187524209668233,-0.044008799487675,0.0072244504097094,0.0188125848281243,-0.0129572988960135,0.00979086834054767,3.62729001944422e-05,-0.0366863627872554,0.00153211296179434,-0.00876728536718173,-0.0127036911066738,0.000392422578709204,-0.0111882929884525,-0.00687690983576241,0.0228423350162306,-0.00807871838229692,-0.0118287021721157,-0.00924002093625593,-0.0107129623058156,-0.0108988551546607,0.00134581780772836,0.00104500984368308,0.00248881218602389,-0.0103034929526024,-0.0105725382198583,0.0028452422955577
45_reference,0.0172335642022719,0.00961447250331572,0.00469409287139212,0.0163537221054505,-0.0541778645811601,-0.0308442886473982,-0.010712503010247,0.00270426745738082,-0.0219422099170767,-0.042915452361286,0.0190039861016104,-0.00912667057375929,0.0168607543208182,0.0100765698630475,0.0267774941050015,0.0187890678859417,-0.0464726300285626,-0.00874857299156744,-0.0190842628302993,0.0344134515115509,-0.0282476032723832,0.029834114459859,0.0112299708411173,-0.00744738475913657,0.0255812453110107,-0.0233182907980012,-0.0319884751622501,0.0436718002443569,0.0336576221980412,0.0110994676663441
46_reference,0.0139199704456139,0.0129949287949762,0.0218120092233261,-0.0117309150000672,-0.00164146135147288,0.0148057499050581,0.00976637949417904,-0.0128438421604177,0.0144689959227683,0.00544004641872573,-0.0250590140376655,0.00877560195388557,0.0208627854638335,0.0151869948027829,-0.0123967717828607,0.0223882018524081,0.0327156965013541,-0.00856744553958535,-0.0147277396864704,-0.0207567893767066,2.97656372337177e-05,-0.030021410701878,0.0184678075089359,-0.00510348870417802,0.00995565353168194,0.00754854719331134,0.015627171862399,-0.017196263180976,-0.0460715296845777,-0.0465199640631196
47_reference,0.0109483852871378,0.00593703756762982,0.00372342137601721,-0.0379160072594629,0.0168488792435907,0.0116421488817988,-0.00274345695623972,-0.0288165184338108,0.00414946088603655,-0.00343763361374436,0.00199969694946037,-0.00801803907605762,-0.0151811802145327,0.037746581929687,-0.00285185403700814,-0.0052420752605181,0.00267629281025844,0.00166192562698298,0.00722718023288273,0.00633570037358482,-0.0230578076642046,0.0354053036054039,0.00557341849771521,-0.0204878271962322,-0.00655649873493165,0.00688140524086251,-0.0239258888874134,-0.00631407254008418,0.00701599268669421,-0.0189908498921545
