,0,1,2,3,4,5,6,7,8,9,10,11,12
53,-1.4509419,-1.5629797,-0.2832326,1.3593054,-0.23495534,-0.63239247,10.696558,0.98627555,-0.47452927,-0.8048644,-2.6045346,-0.6837257,-0.54483163
54,-1.7627203,-1.8524148,-1.193745,2.739252,0.04504481,-0.08307135,10.542046,0.8952106,0.7100717,-1.6182146,-3.365816,-1.1722194,-0.9039787
55,-1.9843236,-2.2032733,-3.2621772,1.3083482,7.901572,3.5661504,-0.38214982,0.3315612,1.6296048,-2.4887018,-2.6904247,-1.8841655,-2.4137952
56,-1.6538835,-1.9130105,-0.07927436,1.0673378,-0.47679883,-1.0930443,11.989426,1.2114755,-0.78296685,-0.61413324,-2.8300953,-0.35818076,-0.40972403
57,-5.2919083,-2.2591417,3.1821153,-1.98178,-3.9000278,-4.178237,2.3415587,12.796522,-2.588525,-1.3360503,-1.7981851,5.6997766,3.2836304
58,-1.8701547,-2.3197913,-0.26852158,1.2508035,-0.124806106,-1.0528145,13.451633,1.4349644,-0.8878846,-0.74861586,-3.3574004,-0.15276122,-0.43466216
59,-1.6386602,-1.8863904,-2.5480208,0.7607158,6.539227,2.779903,-0.3451428,0.26175076,1.0565252,-1.8932271,-1.9221456,-1.3624997,-1.9313085
60,-0.80364835,-1.4431547,-3.0934958,2.1938365,6.481553,2.6819222,-0.43991274,0.6166572,1.5166745,-2.3231835,-2.8931088,-1.7250379,-1.9908059
61,-1.4300585,-1.7678638,-1.1419997,3.2000704,0.32309175,-0.49274278,10.855022,0.78921026,0.043009043,-1.5323497,-3.5777144,-1.1789691,-0.98275644
62,-1.471313,-1.8146152,-0.078348696,0.8577489,-0.24591538,-0.9847149,10.988864,1.2784398,-0.7679124,-0.48254,-2.6003847,-0.10286009,-0.32427073
63,-5.5214586,-1.9992352,1.3974556,-1.8124216,-2.9671087,-3.3714013,1.9219043,15.550314,-2.1107688,-1.27425,-1.1348684,3.9503887,2.9612107
64,-2.3756206,-2.730311,-3.95187,1.7505935,9.794104,3.9794555,-0.40186042,0.51672035,1.8779745,-3.0620747,-3.4396486,-2.1545718,-2.8671975
65,-2.4857855,-2.9908764,-4.3976817,2.032082,10.833723,4.4113216,-0.59330344,0.6011698,2.0335348,-3.4122355,-3.805031,-2.4265566,-3.191099
66,-1.8673315,-2.139402,-0.16163975,1.1051979,-0.737578,-0.7419982,12.937052,1.0564821,-0.5274291,-0.74775994,-3.1677277,-0.35817158,-0.62961185
67,-2.577447,-2.7980888,-4.24266,2.4115064,10.02492,4.325097,0.013531148,0.48239377,2.1021652,-3.4057114,-3.7240145,-2.5254235,-3.110141
68,-4.6093464,-1.8369546,0.54324555,-1.1946666,-2.0277593,-2.1991308,1.262272,13.019475,-1.4647233,-1.2744092,-0.80037296,2.9432318,2.2249696
69,-1.190417,-1.5308297,-0.19155979,0.67512167,-0.06993732,-0.68442893,8.625546,0.92157805,-0.6750088,-0.5142981,-2.133949,-0.01845622,-0.22397241
70,-0.54977,-1.5549202,-3.880506,3.2551951,8.290047,2.9208105,-0.51087725,0.604174,1.5871265,-2.8197181,-3.9005463,-2.1432154,-2.6147215
71,-1.0190166,-2.2372613,-5.0933466,3.8684533,11.003407,4.135587,-0.62670994,0.9475678,2.2348576,-3.7044227,-4.952646,-2.8103402,-3.2928228
72,-3.7267804,-1.3785119,0.56079876,-1.327416,-1.6588578,-1.9136033,1.3467668,10.635366,-1.3104631,-0.78558147,-0.53025997,2.380206,1.9285266
73,-1.4723485,-1.6706028,-2.3156035,1.0023457,5.4718313,2.7161274,-0.29414606,0.1428067,1.276691,-1.8159698,-1.9955051,-1.336773,-1.6925886
74,-3.0376103,-3.4445798,-4.9710107,2.3273568,12.204025,5.129457,-0.5766015,0.71601164,2.372796,-3.9104018,-4.1862507,-2.788457,-3.6072664
75,-2.5805798,-2.537505,-0.42292047,1.7988191,-0.5610077,-0.665931,14.911153,1.4068456,-0.04457879,-1.332562,-3.6556284,-1.0722008,-0.78818995
76,-2.5728543,-2.813438,-4.8603745,3.948869,10.110512,4.533375,-0.51976,0.48970973,2.8019872,-3.9196186,-4.0427823,-3.0135567,-3.2870271
77,-1.5217202,-1.6933839,-0.22530386,0.6326879,-0.43826762,-0.40365082,9.633552,0.8960766,-0.3010465,-0.63350904,-2.3309124,-0.21716416,-0.49197695
78,-2.838204,-3.363953,4.7992964,-1.3202975,-2.068552,-3.5384655,1.2324901,1.2138946,-2.2257848,-1.4329332,-3.3457189,9.268417,2.471984
79,-1.9833658,-1.9778094,-3.1287625,1.7630107,7.483798,3.201458,-0.45722216,0.2816593,1.6618347,-2.5928693,-2.523909,-1.9252459,-2.4089432
80,-1.9128511,-2.0980244,-1.2524164,2.8878503,0.07782602,-0.13807428,12.248658,1.0248108,0.5894563,-1.6491628,-3.7981951,-1.2497532,-1.0752676
81,-4.2639327,-5.0169735,0.22384405,2.7261999,-2.0082898,-2.5865402,31.550472,2.580476,-1.5312777,-1.7909795,-7.2780013,-1.5649042,-1.5808489
82,-2.182365,-2.238792,-4.84733,3.1032917,5.2785673,9.271861,-0.8970832,0.02468729,4.425935,-4.095768,-4.805709,-2.590039,-3.3439581
83,-0.84140855,-0.8800188,-3.0485556,5.636272,2.6442485,1.9633889,-0.074018,0.060487494,3.0280523,-2.8403244,-2.7559361,-2.2976758,-1.7161185
84,-1.4795396,-1.7169318,-0.3777428,0.56301796,-0.41671863,-0.19280282,9.708335,0.9071156,-0.12084842,-0.8127549,-2.369194,-0.319844,-0.493067
85,-1.043982,-1.9121621,-4.1948667,3.3309367,9.1963215,3.4019604,-0.5962442,0.7778613,1.9363164,-3.0587146,-4.121584,-2.435714,-2.7765665
86,-1.5333655,-1.8823841,-0.47712559,1.0159203,-0.4168813,-0.30537072,11.4476795,1.0244174,-0.19304848,-1.0119987,-2.9326415,-0.60819304,-0.72553813
87,-2.318273,-2.6054661,0.13895497,1.2236269,-0.9306289,-1.3832331,16.360592,1.5478358,-1.0338824,-0.75186765,-3.8079348,-0.518353,-0.622264
88,-2.1638048,-2.3688517,-3.6248176,2.0363307,8.529449,3.5649467,-0.13404621,0.3505157,1.5761737,-2.8504696,-2.9977493,-2.114311,-2.6410575
89,-1.2305225,-1.7403364,-0.33453628,0.8348942,0.10051161,-0.5802847,9.760577,1.04532,-0.75918996,-0.7218315,-2.3532329,-0.020118594,-0.23975396
90,-1.3130845,-1.3997855,-3.0789506,1.4923391,3.367104,6.0642967,-0.74741405,0.08813534,2.5465808,-2.5046604,-2.6604984,-1.4921283,-2.221716
91,-3.91405,-1.477809,0.99995375,-1.4253998,-2.2707973,-2.435451,1.662241,10.957284,-1.52356,-0.71544147,-0.64605576,2.9250023,2.1169162
92,-1.718571,-1.7940156,-2.9452634,2.0583336,6.6056285,2.728705,0.043702304,0.26879853,1.4121826,-2.3387294,-2.46242,-1.8478804,-2.1372604
93,-0.64345396,-1.2233393,-2.7935748,1.8834283,5.9916763,2.446108,-0.48266822,0.55334544,1.1803095,-2.0082912,-2.5630956,-1.529948,-1.8311224
94,-1.8300744,-1.9641628,-0.49158502,1.5455743,-0.13331136,-0.21492994,10.732557,1.0845523,0.0148181915,-0.9881858,-2.795453,-0.53402627,-0.5832604
95,-1.4853772,-1.6328945,-3.3967867,1.7820824,3.9800441,6.535923,-0.7745119,0.036818996,2.7781243,-2.7508767,-3.1314216,-1.6375935,-2.344921
96,-1.8788792,-2.1794925,-3.38641,2.0945706,8.044203,3.1688852,-0.27048576,0.46751612,1.5435514,-2.6773503,-2.8766232,-1.9815423,-2.42909
97,-1.4500962,-1.7184442,-0.064073,1.0480349,-0.29166198,-0.95090806,11.301706,1.1075361,-0.7960584,-0.6347998,-2.7656636,-0.4471408,-0.3679471
98,-1.6901766,-1.968095,-0.1906743,1.118931,-0.624411,-0.63796175,12.190096,1.0373626,-0.4817574,-0.8747448,-2.9539871,-0.6242213,-0.7268932
99,-4.355973,-1.7999179,2.1265416,-1.5862039,-3.1110685,-3.312231,2.014325,11.365939,-1.8631115,-1.0405535,-1.2966816,4.1503544,2.5768378
100,-3.8551307,-4.4633026,-6.3285866,2.706512,16.137596,6.4233637,-0.9369991,0.8452861,2.8081357,-4.8753843,-5.289382,-3.5506864,-4.70042
101,-5.793784,-1.9059284,1.2583799,-1.8662193,-3.4665856,-3.2158008,1.7834775,16.92028,-2.069808,-1.1899664,-0.9530185,3.5946505,2.9884124
102,-1.9126747,-2.0471098,-3.014576,1.2594377,6.773198,3.8626528,-0.25724,0.2507453,1.747624,-2.3914242,-2.650742,-1.7659568,-2.286223
103,-1.5705614,-1.7260197,-0.7315191,1.0219477,-0.4296472,0.08735567,10.330461,0.97124404,0.2397759,-1.0401458,-2.6062155,-0.67590475,-0.7330812
104,-1.9365506,-1.9715853,4.551556,-0.90726376,-1.7638607,-3.159128,0.81351733,0.82559884,-1.9335661,-0.64478564,-2.008458,5.726653,2.2242084
105,-2.1911156,-2.2966712,-3.3375776,1.161198,8.72972,3.4493084,-0.55468404,0.34086144,1.3702825,-2.7257094,-2.6438446,-1.8675721,-2.615678
106,-1.8055384,-1.990648,2.9539685,-0.92955554,-0.8566393,-2.2155237,1.1553552,0.8516526,-1.3354042,-0.9006815,-1.908527,4.7400193,1.6548271
107,-2.0524466,-2.1745477,-3.744279,3.2013454,7.3767424,3.941042,-0.11509955,0.2240706,2.293617,-3.1622138,-3.3706038,-2.4224324,-2.706082
108,-1.7317091,-2.0174084,-2.6988363,0.7115779,7.197879,2.8467922,-0.30078387,0.36419466,1.1345477,-2.0218842,-2.3504534,-1.4846432,-2.071259
109,-3.5613894,-2.5731437,3.7416196,-1.5402553,-3.0047517,-3.3983576,1.3189325,5.921465,-1.980513,-1.3779708,-2.5338714,7.4908123,2.4120364
110,-1.6173071,-1.6396897,-3.2436852,1.355263,3.3948276,5.9727035,0.07378635,0.21639818,2.7905493,-2.6852953,-2.8267639,-1.3607656,-2.2026036
111,0.60945904,2.2526228,-0.9527579,-0.8224437,-1.705389,-2.3420331,-0.58817875,0.6966121,-1.9203306,2.201618,8.539514,-1.4949262,-0.89146304
112,-0.48913032,-1.0731019,-2.6897097,1.8673441,5.6843557,2.2443278,-0.42231035,0.41589403,0.9831966,-1.8820472,-2.5029733,-1.4771378,-1.7993083
113,-2.092795,-2.3071165,-3.3275003,1.385914,7.994714,3.757234,-0.29883552,0.34358716,1.8655235,-2.5700827,-2.7189443,-1.8618407,-2.4138916
114,-5.7481327,-2.1748593,0.7408084,-2.2324233,-3.0094452,-2.6743393,1.7802464,16.038845,-2.1471014,-0.83307517,-0.83504224,3.8250985,2.4464927
115,0.84342015,3.4481065,-1.2835975,-1.2006152,-2.659404,-3.5425057,-0.8950069,0.99678975,-2.8160613,3.452992,12.431312,-2.1702776,-1.2883136
116,-2.4119964,-2.521428,-3.6929777,1.9147274,8.157338,4.3531494,-0.33025375,0.39954665,2.3654737,-3.0258865,-3.2884924,-2.1919615,-2.5533905
117,-2.2400079,-2.4626195,-3.2936976,1.1677036,8.282877,3.8220906,-0.42731115,0.3791477,1.6998076,-2.580202,-2.6888747,-1.8462155,-2.4904594
118,-1.7330506,-1.9813478,-2.8748481,1.1512518,7.372382,2.894027,-0.3707551,0.39158607,1.1875882,-2.2018876,-2.5138824,-1.7146766,-2.169764
119,-4.7742214,-2.0530617,2.8863475,-1.7881591,-3.4307413,-3.6887674,1.938384,11.644477,-2.253022,-1.2951765,-1.6379912,5.1600513,2.9875305
120,-1.0967045,-1.767032,-3.8314006,2.7371597,8.34564,3.4202235,-0.6408669,0.7911154,1.7852843,-2.8674433,-3.6969376,-2.1109765,-2.5230143
121,-1.7142292,-1.8176428,-3.725654,1.9399968,4.2027435,7.429223,-0.9132274,0.057037115,3.2606838,-3.1472082,-3.4805613,-1.8756108,-2.665822
122,-0.7416253,-1.5404968,-3.4707453,2.5229583,7.4515257,3.0038385,-0.57289946,0.55573547,1.4872899,-2.528141,-3.3339949,-1.9410429,-2.333581
123,0.88073814,3.3687296,-1.3119048,-1.0800195,-2.5716004,-3.5102096,-0.8018191,0.9561091,-2.8512836,3.2118108,12.205439,-2.1121979,-1.2854228
124,-2.1201377,-2.2365716,-3.209302,0.9102844,8.612306,3.4121726,-0.5755117,0.41263825,1.2726043,-2.5828617,-2.5461187,-1.7690328,-2.531283
125,-2.1284266,-2.9077003,3.1614614,-0.8684602,-1.6702511,-2.475825,0.83918595,0.89578336,-1.5675488,-1.2884665,-2.8899145,7.992481,1.5178224
126,-4.0125957,-4.503148,0.18103004,1.9303921,-1.932623,-1.9363217,26.017206,2.2226033,-1.0542784,-1.6447682,-5.9751663,-1.136404,-1.2417737
127,-1.8143315,-1.5998996,-3.5332327,5.13896,5.584396,2.651055,1.24808,0.20309365,2.3884635,-3.320909,-3.569172,-2.3691163,-2.4285035
128,-1.8168031,-2.0622737,-3.0263379,1.0076594,7.1545944,3.5496173,-0.5082479,0.27486613,1.4863063,-2.3399816,-2.4699624,-1.7000116,-2.3063433
129,-2.4804888,-2.5952053,-4.002804,2.371172,8.879211,4.3209257,-0.22064766,0.36693358,2.2533512,-3.2742448,-3.4992561,-2.3751895,-2.879263
130,-1.9978127,-2.160636,-3.373376,1.4884721,7.0621853,4.3105817,-0.45983076,0.24365339,1.949692,-2.598143,-2.8348951,-1.8523985,-2.4177647
131,-1.8463135,-1.951982,-3.224748,2.1978948,6.972561,3.0665913,-0.05713126,0.2905273,1.5953596,-2.7247152,-2.8056698,-1.9726195,-2.328545
132,-1.65974,-1.6822269,-0.6038891,0.9862969,-0.521193,-0.040600777,10.48357,0.98725414,0.11405635,-0.9436649,-2.5157673,-0.67790425,-0.66822815
133,-0.30026075,-1.051675,-2.9739578,2.2845168,5.9704456,2.4344916,-0.33799514,0.43970212,1.1440024,-2.1426032,-2.9028225,-1.5576105,-1.9956295
134,-2.1536627,-2.6146965,-0.48431373,2.4239624,0.13800985,-1.3118615,15.921732,1.6492432,-0.9558611,-1.2284086,-4.2925234,-0.62471557,-0.5765891
135,-2.4025671,-2.4248605,-4.6898475,3.0772648,5.4810386,8.54464,-0.5823001,0.16511533,4.583194,-4.0741587,-4.4635873,-2.5885057,-3.2754812
136,-0.5999162,-2.3838334,-6.104744,5.4719267,12.672056,4.4277205,-0.62981373,0.86930674,2.6655436,-4.4242735,-6.299797,-3.3969572,-4.063792
137,-1.9994749,-2.1510277,-3.2478726,1.4394652,7.2939305,3.7379923,-0.36677155,0.30903226,1.869703,-2.5082865,-2.7741265,-1.8689708,-2.3245473
138,-1.9115937,-1.7262971,-2.7476315,2.481997,3.2858295,4.4889436,1.3229764,0.07854155,2.840314,-2.8174555,-2.8323088,-1.6252036,-2.0576372
139,-2.4612002,-2.6270761,-0.0802961,1.5883105,-0.21142977,-0.97340107,15.141438,1.6692269,-0.7830038,-1.0612559,-3.7751138,-0.34507012,-0.48988175
140,-1.4358691,-1.6295172,-2.2461696,0.99001235,5.2588096,2.712737,-0.22442342,0.16585815,1.2506443,-1.8417029,-1.9547491,-1.3176509,-1.7323763
141,-1.7766327,-1.9385455,-2.6365433,0.81070614,6.779392,2.8556964,-0.014269456,0.38552004,1.1566997,-2.0315568,-2.1439612,-1.4433905,-1.9974906
142,-2.3044884,-2.4900827,-3.5021746,1.398758,8.170013,4.191491,-0.48049396,0.35145128,1.9751663,-2.7854948,-2.907598,-1.991341,-2.5825253
143,-0.8173249,-2.449465,-6.173771,5.3881817,13.11282,4.421566,-0.5416166,1.0568789,2.682582,-4.480336,-6.3390255,-3.3843992,-4.038413
144,-5.378463,-2.0130782,0.68937397,-2.078271,-2.790303,-2.431114,1.6220071,14.9065485,-1.9957465,-0.7550746,-0.7445265,3.5409713,2.2326221
145,-1.9623141,-1.9016511,-3.4334614,2.12011,4.2090683,6.3261123,-0.39650613,0.083870545,3.320896,-3.0155778,-3.1413577,-1.8180275,-2.444506
146,-2.311401,-2.128678,-3.9362435,4.089224,6.581815,4.0795307,-0.012120485,0.26658046,3.24616,-3.3867197,-3.4259398,-2.685835,-2.4925542
147,-1.8117964,-2.0415332,-2.7990894,1.1606519,6.473131,3.0516028,-0.25988773,0.3743329,1.854672,-2.205806,-2.3974843,-1.6834707,-1.9690293
148,-1.6359823,-1.6808746,-2.876695,1.7019647,6.1584134,3.089898,-0.17941889,0.1960817,1.5833262,-2.2564094,-2.4564853,-1.7202574,-2.0451941
149,-2.4425497,-2.5877235,-3.5311599,0.8708476,9.122839,4.0687795,-0.5643581,0.4045736,1.5956261,-2.740044,-2.786241,-1.8548236,-2.7423937
150,-1.6648482,-1.9314471,-0.194139,0.64503485,0.07842162,-0.69774115,11.394098,1.2662672,-0.9052869,-0.6971262,-2.6868281,-0.0022144318,-0.41433075
151,-0.7112882,-2.3734298,-6.2175016,5.887458,12.7441845,4.501009,-0.29215747,0.90511924,2.7673564,-4.5601773,-6.4667044,-3.5609903,-4.113896
152,-1.8690722,-1.9770355,0.012103736,0.92777956,-0.22722384,-0.67792034,11.476721,1.3027947,-0.5595852,-0.6993954,-2.7950284,-0.13073623,-0.3003596
153,-1.4605601,-1.6679754,-2.4292407,0.8610623,5.678293,2.8414745,-0.3224628,0.14405501,1.2863655,-1.8371685,-1.9313968,-1.3104607,-1.8477907
154,-1.1107984,-1.4088556,-0.6495632,2.0664377,0.34312156,-0.58815646,8.720789,0.81233966,-0.34938335,-1.0267928,-2.6205156,-0.5482069,-0.5617176
155,-1.2077222,-1.1675819,-2.309306,1.1504298,2.807757,4.605275,-0.34979957,0.14402312,2.0159504,-1.9387468,-2.0593276,-1.1397108,-1.7422373
156,-4.0438204,-1.536422,0.55215275,-1.5446751,-1.9813726,-1.8579702,1.1971614,11.330446,-1.4594393,-0.79598844,-0.6287277,2.5057063,1.8591189
157,-3.8798504,-3.768093,-6.5282216,5.788984,11.425844,7.648861,-0.45723283,0.581634,5.1561103,-5.5518045,-5.7579536,-4.266939,-4.3426714
158,-2.0422907,-1.9962962,-0.27093348,0.6913922,-0.47626707,0.5440793,10.053747,0.86251163,0.31431627,-0.961746,-2.369633,-0.52419543,-0.7357853
159,1.0398469,4.5052032,-1.7120485,-1.5887779,-3.5422263,-4.7336607,-1.2283857,1.3078989,-3.819881,4.6590223,16.719143,-2.866939,-1.7325008
160,-2.7199254,-2.8076825,-5.729307,3.648119,6.609049,10.663492,-1.1343513,0.23436657,5.3276324,-4.830891,-5.4037375,-3.1612256,-3.8671288
161,0.9560089,2.5913942,-1.0337342,-0.5745096,-1.5020778,-1.8527606,0.20338094,0.3075821,-2.1416495,5.93221,1.171453,-0.9045134,-0.6791333
162,-2.1220484,-2.2177472,-3.162022,1.3723524,7.7397103,3.477508,-0.19988848,0.36200723,1.5928925,-2.5107417,-2.7564757,-1.841377,-2.3603091
